729.773: [GC [PSYoungGen: 190432K->560K(184896K)] 504806K->314934K(534464K), 0.0181850 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
735.400: [GC [PSYoungGen: 184880K->336K(179328K)] 499254K->314958K(528896K), 0.0154210 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
741.001: [GC [PSYoungGen: 179280K->560K(174400K)] 493902K->315182K(523968K), 0.0150880 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
741.730: [GC [PSYoungGen: 174384K->288K(208960K)] 489006K->315226K(558528K), 0.0296870 secs] [Times: user=0.04 sys=0.00, real=0.03 secs] 
747.464: [GC [PSYoungGen: 208928K->608K(251008K)] 523866K->315546K(600576K), 0.0118640 secs] [Times: user=0.03 sys=0.01, real=0.01 secs] 
753.321: [GC [PSYoungGen: 250976K->592K(242816K)] 565914K->315566K(592384K), 0.0112870 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
759.165: [GC [PSYoungGen: 242768K->576K(234944K)] 557742K->315554K(584512K), 0.0114100 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
764.976: [GC [PSYoungGen: 234944K->512K(227392K)] 549922K->315534K(576960K), 0.0116280 secs] [Times: user=0.04 sys=0.00, real=0.02 secs] 
770.771: [GC [PSYoungGen: 227392K->576K(220288K)] 542414K->315602K(569856K), 0.0112820 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
776.530: [GC [PSYoungGen: 220288K->512K(213376K)] 535314K->315582K(562944K), 0.0111140 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
782.265: [GC [PSYoungGen: 213376K->432K(206784K)] 528446K->315674K(556352K), 0.0114090 secs] [Times: user=0.03 sys=0.01, real=0.01 secs] 
787.957: [GC [PSYoungGen: 206768K->480K(200576K)] 522010K->315810K(550144K), 0.0164840 secs] [Times: user=0.04 sys=0.00, real=0.02 secs] 
793.645: [GC [PSYoungGen: 200544K->576K(194624K)] 515874K->315906K(544192K), 0.0114660 secs] [Times: user=0.04 sys=0.01, real=0.01 secs] 
794.351: [GC [PSYoungGen: 194624K->320K(188608K)] 509954K->315922K(538176K), 0.0222770 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
800.044: [GC [PSYoungGen: 188608K->528K(183360K)] 504210K->316178K(532928K), 0.0138150 secs] [Times: user=0.04 sys=0.00, real=0.02 secs] 
805.689: [GC [PSYoungGen: 183312K->608K(178112K)] 498962K->316258K(527680K), 0.0122460 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
811.265: [GC [PSYoungGen: 178080K->384K(273216K)] 493730K->316294K(622784K), 0.0120900 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
817.219: [GC [PSYoungGen: 273216K->576K(264256K)] 589126K->316538K(613824K), 0.0123660 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
823.109: [GC [PSYoungGen: 264256K->656K(255616K)] 580218K->316638K(605184K), 0.0133000 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
828.859: [GC [PSYoungGen: 255568K->320K(246848K)] 571550K->316682K(596416K), 0.0132470 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
834.563: [GC [PSYoungGen: 246848K->736K(239296K)] 563210K->317111K(588864K), 0.0186200 secs] [Times: user=0.07 sys=0.00, real=0.02 secs] 
840.389: [GC [PSYoungGen: 239264K->480K(231360K)] 555639K->316979K(580928K), 0.0106520 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
846.193: [GC [PSYoungGen: 231328K->448K(223936K)] 547827K->317083K(573504K), 0.0113360 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
846.991: [GC [PSYoungGen: 223936K->560K(217024K)] 540571K->317223K(566592K), 0.0113030 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
852.785: [GC [PSYoungGen: 217008K->544K(210304K)] 533671K->317251K(559872K), 0.0114610 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
858.515: [GC [PSYoungGen: 210272K->576K(203904K)] 526979K->317291K(553472K), 0.0112160 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
864.227: [GC [PSYoungGen: 203904K->576K(197760K)] 520619K->317291K(547328K), 0.0120170 secs] [Times: user=0.05 sys=0.00, real=0.02 secs] 
869.757: [GC [PSYoungGen: 197760K->496K(191808K)] 514475K->317459K(541376K), 0.0134100 secs] [Times: user=0.05 sys=0.00, real=0.02 secs] 
870.896: [GC [PSYoungGen: 191792K->352K(186048K)] 508755K->317579K(535616K), 0.0221380 secs] [Times: user=0.08 sys=0.00, real=0.03 secs] 
875.959: [GC [PSYoungGen: 186016K->640K(180864K)] 503243K->317931K(530432K), 0.0142400 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
881.437: [GC [PSYoungGen: 180864K->480K(175552K)] 498155K->318023K(525120K), 0.0118260 secs] [Times: user=0.05 sys=0.00, real=0.02 secs] 
882.052: [GC [PSYoungGen: 175520K->336K(268480K)] 493063K->318151K(618048K), 0.0116960 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
892.937: [GC [PSYoungGen: 268432K->608K(259776K)] 586247K->318427K(609344K), 0.0115800 secs] [Times: user=0.04 sys=0.00, real=0.02 secs] 
898.841: [GC [PSYoungGen: 259744K->576K(251136K)] 577563K->318411K(600704K), 0.0113390 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
904.712: [GC [PSYoungGen: 251136K->560K(242944K)] 568971K->318395K(592512K), 0.0113690 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
910.573: [GC [PSYoungGen: 242928K->576K(235136K)] 560763K->318415K(584704K), 0.0111290 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
916.382: [GC [PSYoungGen: 235136K->560K(227648K)] 552975K->318407K(577216K), 0.0181160 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
922.169: [GC [PSYoungGen: 227632K->432K(220352K)] 545479K->318431K(569920K), 0.0112530 secs] [Times: user=0.03 sys=0.01, real=0.02 secs] 
924.378: [GC [PSYoungGen: 220336K->336K(213440K)] 538335K->318539K(563008K), 0.0228360 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
928.611: [GC [PSYoungGen: 213392K->688K(207168K)] 531595K->318963K(556736K), 0.0120840 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
934.190: [GC [PSYoungGen: 207152K->720K(200960K)] 525427K->319095K(550528K), 0.0135290 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
939.737: [GC [PSYoungGen: 200912K->256K(194432K)] 519287K->319075K(544000K), 0.0130560 secs] [Times: user=0.05 sys=0.00, real=0.02 secs] 
940.448: [GC [PSYoungGen: 194432K->336K(188800K)] 513251K->319375K(538368K), 0.0121410 secs] [Times: user=0.03 sys=0.01, real=0.02 secs] 
946.061: [GC [PSYoungGen: 188752K->592K(183552K)] 507791K->319679K(533120K), 0.0120870 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
951.692: [GC [PSYoungGen: 183504K->352K(177984K)] 502591K->319691K(527552K), 0.0114860 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
957.290: [GC [PSYoungGen: 177952K->560K(264704K)] 497291K->319903K(614272K), 0.0114290 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
963.224: [GC [PSYoungGen: 264688K->560K(255936K)] 584031K->319903K(605504K), 0.0113820 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
969.125: [GC [PSYoungGen: 255920K->576K(247552K)] 575263K->319919K(597120K), 0.0114380 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
974.991: [GC [PSYoungGen: 247552K->576K(239488K)] 566895K->319927K(589056K), 0.0114880 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
980.817: [GC [PSYoungGen: 239488K->560K(231808K)] 558839K->319911K(581376K), 0.0112460 secs] [Times: user=0.05 sys=0.00, real=0.02 secs] 
986.562: [GC [PSYoungGen: 231792K->624K(224512K)] 551143K->319975K(574080K), 0.0119730 secs] [Times: user=0.04 sys=0.01, real=0.01 secs] 
992.209: [GC [PSYoungGen: 224496K->464K(217344K)] 543847K->320079K(566912K), 0.0128260 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
992.999: [GC [PSYoungGen: 217296K->560K(210688K)] 536911K->320239K(560256K), 0.0119430 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
998.614: [GC [PSYoungGen: 210672K->640K(204288K)] 530351K->320383K(553856K), 0.0127870 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
1004.207: [GC [PSYoungGen: 204288K->448K(197952K)] 524031K->320439K(547520K), 0.0124780 secs] [Times: user=0.04 sys=0.00, real=0.02 secs] 
1009.869: [GC [PSYoungGen: 197952K->592K(192256K)] 517943K->320599K(541824K), 0.0114900 secs] [Times: user=0.05 sys=0.00, real=0.02 secs] 
1010.546: [GC [PSYoungGen: 192208K->304K(186304K)] 512215K->320595K(535872K), 0.0113910 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1016.221: [GC [PSYoungGen: 186288K->528K(181120K)] 506579K->320867K(530688K), 0.0138590 secs] [Times: user=0.06 sys=0.00, real=0.04 secs] 
1021.878: [GC [PSYoungGen: 181072K->592K(176000K)] 501411K->320931K(525568K), 0.0119690 secs] [Times: user=0.04 sys=0.01, real=0.01 secs] 
1027.464: [GC [PSYoungGen: 175952K->352K(260544K)] 496291K->320935K(610112K), 0.0113100 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1033.383: [GC [PSYoungGen: 260512K->560K(252096K)] 581095K->321143K(601664K), 0.0108130 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1039.264: [GC [PSYoungGen: 252080K->576K(243840K)] 572663K->321167K(593408K), 0.0121220 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
1045.102: [GC [PSYoungGen: 243840K->624K(236032K)] 564431K->321215K(585600K), 0.0119100 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
1050.771: [GC [PSYoungGen: 236016K->384K(228224K)] 556607K->321291K(577792K), 0.0116280 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1055.833: [GC [PSYoungGen: 228224K->512K(221184K)] 549131K->321635K(570752K), 0.0213310 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
1057.213: [GC [PSYoungGen: 221184K->560K(214336K)] 542307K->321747K(563904K), 0.0143830 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1062.823: [GC [PSYoungGen: 214320K->736K(207936K)] 535507K->321927K(557504K), 0.0131180 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1068.530: [GC [PSYoungGen: 207904K->384K(201216K)] 529095K->321767K(550784K), 0.0120530 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
1074.207: [GC [PSYoungGen: 201216K->480K(195328K)] 522599K->321979K(544896K), 0.0115800 secs] [Times: user=0.04 sys=0.00, real=0.02 secs] 
1079.873: [GC [PSYoungGen: 195296K->576K(189632K)] 516795K->322079K(539200K), 0.0115180 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1080.585: [GC [PSYoungGen: 189632K->272K(183808K)] 511135K->322091K(533376K), 0.0114780 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1086.228: [GC [PSYoungGen: 183760K->560K(178752K)] 505579K->322379K(528320K), 0.0112390 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1091.838: [GC [PSYoungGen: 178736K->352K(257088K)] 500555K->322419K(606656K), 0.0113610 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1097.748: [GC [PSYoungGen: 257056K->576K(248832K)] 579123K->322651K(598400K), 0.0122230 secs] [Times: user=0.04 sys=0.00, real=0.02 secs] 
1103.618: [GC [PSYoungGen: 248832K->576K(240768K)] 570907K->322651K(590336K), 0.0214910 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
1109.326: [GC [PSYoungGen: 240768K->576K(233024K)] 562843K->322907K(582592K), 0.0128250 secs] [Times: user=0.05 sys=0.00, real=0.02 secs] 
1115.002: [GC [PSYoungGen: 233024K->704K(225728K)] 555355K->323055K(575296K), 0.0129750 secs] [Times: user=0.04 sys=0.01, real=0.01 secs] 
1119.008: [GC [PSYoungGen: 225728K->544K(218496K)] 548079K->323151K(568064K), 0.0231760 secs] [Times: user=0.08 sys=0.00, real=0.03 secs] 
1121.440: [GC [PSYoungGen: 218464K->592K(211776K)] 541071K->323263K(561344K), 0.0126590 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1127.147: [GC [PSYoungGen: 211728K->592K(205312K)] 534399K->323271K(554880K), 0.0219000 secs] [Times: user=0.07 sys=0.00, real=0.03 secs] 
1132.874: [GC [PSYoungGen: 205264K->576K(199040K)] 527943K->323271K(548608K), 0.0118180 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1138.549: [GC [PSYoungGen: 199040K->336K(192896K)] 521735K->323279K(542464K), 0.0112990 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1144.197: [GC [PSYoungGen: 192848K->560K(187392K)] 515791K->323503K(536960K), 0.0124540 secs] [Times: user=0.04 sys=0.00, real=0.02 secs] 
1144.871: [GC [PSYoungGen: 187376K->320K(181696K)] 510319K->323539K(531264K), 0.0113600 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
1150.500: [GC [PSYoungGen: 181696K->528K(176704K)] 504915K->323791K(526272K), 0.0112170 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1156.099: [GC [PSYoungGen: 176656K->352K(252672K)] 499919K->323867K(602240K), 0.0122500 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1161.978: [GC [PSYoungGen: 252640K->576K(244608K)] 576155K->324091K(594176K), 0.0115330 secs] [Times: user=0.05 sys=0.00, real=0.02 secs] 
1167.745: [GC [PSYoungGen: 244608K->464K(236608K)] 568123K->324215K(586176K), 0.0123980 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1173.418: [GC [PSYoungGen: 236560K->704K(229248K)] 560311K->324467K(578816K), 0.0111910 secs] [Times: user=0.04 sys=0.00, real=0.02 secs] 
1179.070: [GC [PSYoungGen: 229248K->384K(221696K)] 553011K->324483K(571264K), 0.0127000 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1179.879: [GC [PSYoungGen: 221696K->592K(215040K)] 545795K->324719K(564608K), 0.0118090 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1185.564: [GC [PSYoungGen: 214992K->592K(208448K)] 539119K->324759K(558016K), 0.0121980 secs] [Times: user=0.03 sys=0.01, real=0.01 secs] 
1191.298: [GC [PSYoungGen: 208400K->576K(202048K)] 532567K->324759K(551616K), 0.0115350 secs] [Times: user=0.04 sys=0.00, real=0.02 secs] 
1196.984: [GC [PSYoungGen: 202048K->352K(195776K)] 526231K->324771K(545344K), 0.0115020 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
1202.631: [GC [PSYoungGen: 195744K->560K(190144K)] 520163K->324999K(539712K), 0.0113690 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1208.261: [GC [PSYoungGen: 190128K->320K(184320K)] 514567K->325011K(533888K), 0.0114540 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
1208.950: [GC [PSYoungGen: 184320K->512K(179200K)] 509011K->325271K(528768K), 0.0113240 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1214.557: [GC [PSYoungGen: 179200K->544K(174144K)] 503959K->325303K(523712K), 0.0220140 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
1220.143: [GC [PSYoungGen: 174112K->352K(249280K)] 498871K->325359K(598848K), 0.0113620 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1225.952: [GC [PSYoungGen: 249248K->632K(241408K)] 574255K->325663K(590976K), 0.0116850 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1231.633: [GC [PSYoungGen: 241400K->736K(233792K)] 566431K->325823K(583360K), 0.0133530 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1234.183: [GC [PSYoungGen: 233760K->320K(225920K)] 558847K->325779K(575488K), 0.0196830 secs] [Times: user=0.07 sys=0.00, real=0.02 secs] 
1237.669: [GC [PSYoungGen: 225920K->889K(219392K)] 551379K->326617K(568960K), 0.0130190 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1242.418: [GC [PSYoungGen: 219385K->638K(212352K)] 545113K->327120K(561920K), 0.0134410 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1243.938: [GC [PSYoungGen: 212350K->560K(205760K)] 538832K->327367K(555328K), 0.0121300 secs] [Times: user=0.02 sys=0.02, real=0.01 secs] 
1249.646: [GC [PSYoungGen: 205744K->576K(199552K)] 532551K->327403K(549120K), 0.0114490 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1255.190: [GC [PSYoungGen: 199552K->518K(193600K)] 526379K->327593K(543168K), 0.0122880 secs] [Times: user=0.03 sys=0.01, real=0.01 secs] 
1260.832: [GC [PSYoungGen: 193542K->576K(187904K)] 520617K->327809K(537472K), 0.0116530 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1261.521: [GC [PSYoungGen: 187904K->304K(182144K)] 515137K->327809K(531712K), 0.0143860 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
1267.034: [GC [PSYoungGen: 182128K->671K(177280K)] 509633K->328216K(526848K), 0.0173410 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
1272.487: [GC [PSYoungGen: 177247K->543K(243904K)] 504792K->328431K(593472K), 0.0146780 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
1278.342: [GC [PSYoungGen: 243871K->560K(236032K)] 571759K->328647K(585600K), 0.0114520 secs] [Times: user=0.04 sys=0.01, real=0.01 secs] 
1284.146: [GC [PSYoungGen: 236016K->560K(228480K)] 564103K->328647K(578048K), 0.0114000 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
1286.088: [GC [PSYoungGen: 228464K->400K(221120K)] 556551K->328739K(570688K), 0.0228740 secs] [Times: user=0.08 sys=0.00, real=0.03 secs] 
1290.599: [GC [PSYoungGen: 221072K->624K(214400K)] 549411K->329035K(563968K), 0.0112180 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1296.222: [GC [PSYoungGen: 214384K->720K(207936K)] 542795K->329139K(557504K), 0.0230340 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
1301.782: [GC [PSYoungGen: 207888K->560K(201408K)] 536307K->329227K(550976K), 0.0132990 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1307.466: [GC [PSYoungGen: 201392K->352K(195200K)] 530059K->329275K(544768K), 0.0115830 secs] [Times: user=0.04 sys=0.00, real=0.02 secs] 
1308.189: [GC [PSYoungGen: 195168K->512K(189568K)] 524091K->329507K(539136K), 0.0114420 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1313.812: [GC [PSYoungGen: 189568K->720K(184256K)] 518563K->329715K(533824K), 0.0188420 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
1319.343: [GC [PSYoungGen: 184208K->495K(178688K)] 513203K->329838K(528256K), 0.0168110 secs] [Times: user=0.05 sys=0.00, real=0.02 secs] 
1319.962: [GC [PSYoungGen: 178671K->320K(173376K)] 508014K->330054K(522944K), 0.0119770 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
1325.595: [GC [PSYoungGen: 173376K->528K(238720K)] 503110K->330310K(588288K), 0.0113080 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1331.427: [GC [PSYoungGen: 238672K->560K(231040K)] 568454K->330342K(580608K), 0.0108570 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1337.228: [GC [PSYoungGen: 231024K->576K(223744K)] 560806K->330370K(573312K), 0.0113990 secs] [Times: user=0.05 sys=0.00, real=0.02 secs] 
1342.995: [GC [PSYoungGen: 223744K->560K(216768K)] 553538K->330358K(566336K), 0.0113660 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
1348.603: [GC [PSYoungGen: 216752K->512K(209984K)] 546550K->330558K(559552K), 0.0130280 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
1354.163: [GC [PSYoungGen: 209984K->512K(203584K)] 540030K->330814K(553152K), 0.0195190 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
1354.925: [GC [PSYoungGen: 203584K->512K(197440K)] 533886K->330910K(547008K), 0.0112890 secs] [Times: user=0.04 sys=0.01, real=0.01 secs] 
1360.468: [GC [PSYoungGen: 197440K->704K(191744K)] 527838K->331122K(541312K), 0.0129200 secs]
